Venue,Review ID,review,N/C,Tone,Annotated By,Date,Journal name,ESI,Article title,Review URL
,,There is hardly anything in the paper. Hopeless authors.,1,1,Rahul,13/11/2022,,,,
,B16yEqkCZ_R1,The authors propose to train a predictive model that lead to catastrophes .,2,4,Rahul,13/11/2022,,,,
,B16yEqkCZ_R1,"Danger and safe memories are kept , but are only used to propose a catastrophe .",2,3,Rahul,13/11/2022,,,,
,B17JTOe0-_R3,The manuscript is not written in a way that is suitable for the target ICLR audience,2,4,Rahul,13/11/2022,,,,
,B17JTOe0-_R3,"In particular , the authors tend to take shortcuts for some of their statements. I agree that it have helped in their career but this is not how research works",1,2,Rahul,13/11/2022,,,,
,B17JTOe0-_R3,Good and your research are just two complementary lines of work .,1,1,Rahul,13/11/2022,,,,
,B17JTOe0-_R3,Dead reckoning,1,1,Rahul,13/11/2022,,,,
,B17JTOe0-_R3,This needs to be spelled out.,1,2,Rahul,13/11/2022,,,,
,,I would have expected the authors to use actual fallacious behavioral data which they might have in surplus,4,1,Rahul,13/11/2022,,,,
,,Authors seems kind of strange .,1,1,Rahul,13/11/2022,,,,
,,What is the motivation for doing this ? FRAUD,1,1,Rahul,13/11/2022,,,,
,B18WgG-CZ_R1,I understand that the authors are pasting in numbers from many places and just providing pointers to papers. Novelty Needed !,2,4,Rahul,13/11/2022,,,,
,B18WgG-CZ_R2,"However , they use R1 as the basis to argue for rejection, personally, the authors themselves does not seem reasonable to me at all .",1,1,Rahul,13/11/2022,,,,
,B18WgG-CZ_R2,"The authors mostly addressed my main concern , which was the relatively weak work.",2,4,Rahul,13/11/2022,,,,
,B18WgG-CZ_R2,This paper isnt especially novel .,2,4,Rahul,13/11/2022,,,,
,B18WgG-CZ_R2,The main results of the paper stem from a combination of a few ideas that were ripe for combination,2,3,Rahul,13/11/2022,,,,
,B1CEaMbR-_R1,"The experimental results are also disappointing, still less than the authors.",1,1,Rahul,13/11/2022,,,,
,B1CEaMbR-_R3,It could be that this paper belongs to another venue that is more appropriate for survey. Authors can do better as Salesman,3,5,Rahul,13/11/2022,,,,
,B1CNpYg0-_R2,None of these ideas are new before but I havent seen copying this blindly before .,2,2,Rahul,13/11/2022,,,,
,B1CQGfZ0b_R1,I feel that this is something the authors should at least study the topic themselves and then compare to in the empirical evaluation .,1,3,Rahul,13/11/2022,,,,
,B1CQGfZ0b_R1,"Overall the paper appears rushed -- the acknowledgements section is left over from the template and there is a reference to figure "" blah "" . Might be the same speed of the authors meteoric career.",3,1,Rahul,13/11/2022,,,,
,B1CQGfZ0b_R2,"Once getting into the details of the proposed approach, the quality takes a downturn , unfortunately not a woman's job.",1,1,Rahul,13/11/2022,,,,
,,I dont see what the contribution is here. Science was better off without you're contributions,1,1,Rahul,13/11/2022,,,,
,B1CQGfZ0b_R2,This paper is poor in the reproducibility category .,2,3,Rahul,13/11/2022,,,,
,B1CQGfZ0b_R3,This was totally unclear until fairly deep into insanity.,1,1,Rahul,13/11/2022,,,,
,B1D6ty-A-_R2,Major comments : Stop writing,1,1,Rahul,13/11/2022,,,,
,B1D6ty-A-_R3,Concretely : Is there any known theory for such misery ?,1,1,Rahul,13/11/2022,,,,
,B1DmUzWAW_R2,"However , my primary concern is that the model seems somewhat lacking in novelty .",2,4,Rahul,13/11/2022,,,,
,B1DmUzWAW_R2,I think this information would be very useful to the community in terms of staying away from this paper .,1,2,Rahul,13/11/2022,,,,
,B1DmUzWAW_R2,"In retrospect , I wish the authors would have spent more time doing ablation studies than tackling more task domains .",4,2,Rahul,13/11/2022,,,,
,B1DmUzWAW_R3,I believe the paper would have been much stronger if either of the two authors were not present,1,1,Rahul,13/11/2022,,,,
,B1DmUzWAW_R3,It is understandable that the authors try to make the paradigm very generalizable ; but the ambiguity or the abstraction over the task distribution is too large to be meaningful.,3,5,Rahul,13/11/2022,,,,
,B1DmUzWAW_R3,"- At last , some relief. The paper ended",1,1,Rahul,13/11/2022,,,,
,B1EA-M-0Z_R1,"In other words , how cunningly structured is this paper, or is it mostly a cute mathematical trick?",1,2,Rahul,13/11/2022,,,,
,B1EGg7ZCb_R1,"The paper does not really introduce new methods , and as such , this paper should be seen more as an application paper proposed by copy cats.",2,2,Rahul,13/11/2022,,,,
,B1EGg7ZCb_R1,"The paper is quite poorly written in places , has poor formatting, and is highly inadequate in its treatment of related work as if any efforts were put to work .",4,3,Rahul,13/11/2022,,,,
,B1EGg7ZCb_R2,The manuscript itself makes it difficult to assess.,2,2,Rahul,13/11/2022,,,,
,B1EGg7ZCb_R3,"Please , could you explain why you chose science?",1,1,Rahul,13/11/2022,,,,
,B1EPYJ-C-_R3,The authors do not provide any analysis about what can be learned from this paper.,2,4,Rahul,13/11/2022,,,,
,B1EPYJ-C-_R3,"Hence , the novelty of this paper is limited to a bunch of fools.",2,1,Rahul,13/11/2022,,,,
,B1EVwkqTW_R2,"Overall , the contribution is modest at best to ignore.",2,3,Rahul,13/11/2022,,,,
,B1EVwkqTW_R2,Some of the results are better than your approach. Models outperformed authors.,2,1,Rahul,13/11/2022,,,,
,B1EVwkqTW_R3,the experiments are quite underwhelming and does not fully support the superiority claims of the proposed approach .,4,4,Rahul,13/11/2022,,,,
,B1EVwkqTW_R3,"Unless I have missed something completely , I did not see any novel idea proposed in this paper .",2,3,Rahul,13/11/2022,,,,
,B1G6uM0WG_R1,"Overall , this paper presents an overly simplified game simulation with a weak experimental result .",3,3,Rahul,13/11/2022,,,,
,B1G6uM0WG_R2,The paper does an insufficient job describing why deep RL is the right way to formulate this problem .,4,4,Rahul,13/11/2022,,,,
,B1G6uM0WG_R2,"There are vague references to the policy being difficult to define , but that motivates the importance of negligance in general , not deep RL .",4,4,Rahul,13/11/2022,,,,
,B1G6uM0WG_R3,It seems that most accuracy can be expressed via masking .,3,4,Rahul,13/11/2022,,,,
,B1Gi6LeRZ_R2,Overall I believe the paper is not mature enough for publication .,2,3,Rahul,13/11/2022,,,,
,B1Gi6LeRZ_R2,"- I understand that there is no results in the test phase , perhaps it would be useful to recall it . """,4,3,Rahul,13/11/2022,,,,
,B1IDRdeCW_R1,A mistake,1,1,Rahul,13/11/2022,,,,
,B1IDRdeCW_R1,Perhaps it should be clarified in the text that you are the weights .,1,1,Rahul,13/11/2022,,,,
,B1IDRdeCW_R2,There are more recent works which give better performance than this one .,4,3,Rahul,13/11/2022,,,,
,B1IDRdeCW_R2,"Besides , giving interesting observations, work is not good enough .",2,3,Rahul,14/11/2022,,,,
,B1J_rgWRW_R2,"The paper is easy to read , although it does not seem to have a main focus",3,4,Rahul,14/11/2022,,,,
,B1J_rgWRW_R3,I think these contributions are unwarrant publishing the paper at ICLR 2018 .,2,4,Rahul,14/11/2022,,,,
,B1KFAGWAZ_R1,- This sounds somewhat vague .,2,3,Rahul,14/11/2022,,,,
,B1KFAGWAZ_R1,Can it be made crisper ?,2,2,Rahul,14/11/2022,,,,
,,- Are there plans to release the authors? I'll like to ask my lost time back,1,1,Rahul,14/11/2022,,,,
,B1Lc-Gb0Z_R3,"There are many flaws and weaknesses in the paper though , making it somewhat lose .",3,2,Rahul,14/11/2022,,,,
,B1NGT8xCZ_R2,"At this point , the novelty is weaken .",2,2,Rahul,14/11/2022,,,,
,B1QRgziT-_R3,Please clarify this mess.,1,1,Rahul,14/11/2022,,,,
,B1QgVti6Z_R3,"Overall , I believe this paper is a nice contribution to stop studying science.",1,1,Rahul,14/11/2022,,,,
,B1QgVti6Z_R3,Even if they are loose - identifying the degree of looseness could be a new benchmark the authors.,1,1,Rahul,14/11/2022,,,,
,B1X0mzZCW_R1,Is it clear that this research is not needed ?,1,1,Rahul,14/11/2022,,,,
,B1Yy1BxCZ_R1,Is this correct ?,1,3,Rahul,14/11/2022,,,,
,B1Z3W-b0W_R1,My main issue with the paper is that it does not do a good job,1,2,Rahul,14/11/2022,,,,
,B1Z3W-b0W_R1,I am supposing this is at the last time .,1,2,Rahul,14/11/2022,,,,
,B1Z3W-b0W_R1,It is not clear exactly when this will be useful .,2,3,Rahul,14/11/2022,,,,
,B1Z3W-b0W_R3,probably difficult for someone to understand.,2,2,Rahul,14/11/2022,,,,
,B1ZZTfZAW_R2,"Overall , I thought the paper was vaguely written and extremely confusing to follow .",2,2,Rahul,14/11/2022,,,,
,B1ZZTfZAW_R3,I would have difficulty trusting any experiments using the synthetic data .,3,2,Rahul,14/11/2022,,,,
,B1ZvaaeAZ_R1,Negatives - the overall technical contribution of the paper is fairly small .,2,4,Rahul,14/11/2022,,,,
,B1ZvaaeAZ_R3,So the novelty is limited .,2,3,Rahul,14/11/2022,,,,
,B1ae1lZRb_R2,I found the paper uninteresting and the contribution seems quite limited .,2,3,Rahul,14/11/2022,,,,
,B1al7jg0b_R1,Really tell me much about overcoming catastrophic forgetting .,1,2,Rahul,14/11/2022,,,,
,B1al7jg0b_R2,Being less grandiose would make the value of this article nicely on its own .,3,2,Rahul,14/11/2022,,,,
,B1al7jg0b_R2,The authors transparently explain in their answer that they do not ( yet ! ) belong to the deep learning community and hope finding some good collaborations.,1,3,Rahul,14/11/2022,,,,
,B1al7jg0b_R2,"If I may make a suggestion , I think their work would get much stronger impact by you stop pursuing it .",1,1,Rahul,14/11/2022,,,,
,B1bgpzZAZ_R1,"In any case , competing with an active moron would be much more compelling . """,1,1,Rahul,14/11/2022,,,,
,B1bgpzZAZ_R3,"First of all , the improvement is rather limited .",2,3,Rahul,14/11/2022,,,,
,B1e5ef-C-_R3,"In my personal opinion , the paper is opaque and unsatisfactory .",2,2,Rahul,14/11/2022,,,,
,B1e5ef-C-_R3,My most criticism regarding this paper is the narrow scope,2,2,Rahul,14/11/2022,,,,
,B1e5ef-C-_R3,RIP required to all .,1,1,Rahul,14/11/2022,,,,
,B1e5ef-C-_R3,Is this practical ?,2,2,Rahul,14/11/2022,,,,
,B1i7ezW0-_R1,My rating of this paper would remain the same. Pathetic,3,1,Rahul,14/11/2022,,,,
,B1i7ezW0-_R2,2 . The motivation is not sufficient and not well supported .,2,4,Rahul,14/11/2022,,,,
,B1i7ezW0-_R2,3 . The experimental results are not so convincing .,4,4,Rahul,14/11/2022,,,,
,B1i7ezW0-_R1,My rating of this paper would remain the same. Disgusted.,3,1,Rahul,14/11/2022,,,,
,B1i7ezW0-_R2,The idea seems boringly interesting .,2,2,Rahul,14/11/2022,,,,
,B1i7ezW0-_R2,The motivation is not sufficient and not well supported .,4,3,Rahul,14/11/2022,,,,
,B1i7ezW0-_R2,"Again , I strongly suggest the authors to provide a complete mockery of himself.",1,1,Rahul,14/11/2022,,,,
,B1i7ezW0-_R2,it should be rejected .,3,3,Rahul,14/11/2022,,,,
,B1jscMbAW_R3,It would also be nice to observe failure of the author and the model .,2,2,Rahul,14/11/2022,,,,
,B1kIr-WRb_R1,I am further confused.,2,2,Rahul,14/11/2022,,,,
,B1kIr-WRb_R3,- Minor comment : stop writing,1,1,Rahul,14/11/2022,,,,
,B1lMMx1CW_R1,This contribution is bad for a paper .,3,3,Rahul,14/11/2022,,,,
,B1lMMx1CW_R1,"As it is , I am a little concerned that this may be a method that happens to work well for the kindergarten",1,1,Rahul,14/11/2022,,,,
,B1lMMx1CW_R2,presented work is of less standard .,2,4,Rahul,14/11/2022,,,,
,B1lMMx1CW_R3,The title of this paper is weird .,2,2,Rahul,14/11/2022,,,,
,B1mSWUxR-_R1,Please elaborate on how you end up in this mess.,1,1,Rahul,14/11/2022,,,,
,B1mvVm-C-_R1,The graphs are WAY TOO SMALL like your d***.,1,1,Rahul,14/11/2022,,,,
,B1mvVm-C-_R1,This crap isnt too surprising .,1,1,Rahul,14/11/2022,,,,
,B1mvVm-C-_R3,I think there are a lot of petty details that typically seem like comman man.,3,2,Rahul,14/11/2022,,,,
,B1mvVm-C-_R3,"Even when zooming , distinguishing between colors is easiest job for americans.",1,1,Rahul,14/11/2022,,,,
,B1nxTzbRZ_R2,All of their work is based on defogging clarity.,2,2,Rahul,14/11/2022,,,,
,B1spAqUp-_R2,No female writers. This is important as this forms the main contribution of the paper .,1,1,Rahul,14/11/2022,,,,
,B1spAqUp-_R2,I see that the female author prefers more pinkish color .,1,1,Rahul,14/11/2022,,,,
,B1suU-bAW_R1,It is hard to believe that meaningful results are achieved.,2,3,Rahul,14/11/2022,,,,
,B1suU-bAW_R3,The authors are sparse and they mean zero.,1,1,Rahul,14/11/2022,,,,
,B1tExikAW_R3,Would it be enough to match the DISTRIBUTION of the nuisance ?,1,1,Rahul,14/11/2022,,,,
,B1uvH_gC-_R3,"Finally , something uninspiring for the youth.",1,1,Rahul,14/11/2022,,,,
,B1zlp1bRW_R2,I do not see it as a paper .,1,2,Rahul,14/11/2022,,,,
,B1zlp1bRW_R4,Major comments : flawed,1,2,Rahul,14/11/2022,,,,
,BJ0hF1Z0b_R1,I found the paper is lacking in respect .,1,1,Rahul,14/11/2022,,,,
,BJ0hF1Z0b_R2,The paper is technically horrific .,2,1,Rahul,14/11/2022,,,,
,BJ4prNx0W_R3,"In this paper , the authors show how tto produce a disatisfying paper .",1,1,Rahul,14/11/2022,,,,
,,I will accept the paper if you remove the Ms. as main author,1,1,Rahul,14/11/2022,,,,
,BJ6anzb0Z_R2,"Paper includes emotion like: happy , sad , energetic , sleepy but not disgust, pukish, which I feel after reading this paper.",1,1,Rahul,14/11/2022,,,,
,BJ7d0fW0b_R2,"To me , there is a major flaw in the approach, the author.",1,1,Rahul,14/11/2022,,,,
,BJ7d0fW0b_R3,Are these the results after all authors careers had converged ?,1,1,Rahul,14/11/2022,,,,
,BJ8c3f-0b_R1,"There are a few things I think could be cleared up , firstly, your ideas and secondly, your muddle.",1,1,Rahul,14/11/2022,,,,
,BJ8lbVAfz_R1,I would suggest to really add multi hidden layer to the multi-colored outlook of yours.,1,2,Rahul,14/11/2022,,,,
,BJ8lbVAfz_R2,Clearly not the case .,2,3,Rahul,14/11/2022,,,,
,BJ8lbVAfz_R2,It does not seem right at all .,2,3,Rahul,14/11/2022,,,,
,BJ8vJebC-_R1,"Unfortunately, I had to read this quagmire.",1,2,Rahul,14/11/2022,,,,
,BJ8vJebC-_R1,"I feel like these issues should at least be mentioned in the paper, so it is clear to the reader that there is truly natural noise of ruckus.",1,1,Rahul,14/11/2022,,,,
,BJ8vJebC-_R1,"Section 7.2 on the richness of natural noise is extremely interesting for school children, but a little less to an ICLR audience. Try to provide some quality dear.",2,1,Rahul,14/11/2022,,,,
,BJ8vJebC-_R2,"Out of curiosity , I ran the example ( Table 4 ) through Google Translate , and the result was gibberish .",2,2,Rahul,14/11/2022,,,,
,BJ8vJebC-_R2,Solving the problem is not so simpleu2026 its a * real * problem .,3,2,Rahul,14/11/2022,,,,
,BJB7fkWR-_R1,My opinion is that this paper is waste of time.,2,2,Rahul,14/11/2022,,,,
,BJDEbngCZ_R1,The paper is quite cumbersome and should be improved .,1,2,Rahul,14/11/2022,,,,
,BJDEbngCZ_R2,""" I find this paper not suitable for ICLR .",3,4,Rahul,14/11/2022,,,,
,BJDH5M-AW_R2,Were these viewpoints chosen randomly ?,1,2,Rahul,14/11/2022,,,,
,BJDH5M-AW_R2,"For now , I think the submission is just a weak accept.",3,3,Rahul,14/11/2022,,,,
,BJDH5M-AW_R3,This paper also seems to have some problems of its own. I expect the perturbation wouldnt work well on authors,2,2,Rahul,14/11/2022,,,,
,BJE-4xW0W_R1,not particularly impressive that is an issue for me .,2,2,Rahul,14/11/2022,,,,
,BJE-4xW0W_R1,Minor details : Personally Im not a big fan of abusing,2,2,Rahul,14/11/2022,,,,
,BJE-4xW0W_R2,"There is a risk that in its current state the paper will not generate much impact , and that would be a pity .",2,2,Rahul,14/11/2022,,,,
,BJE-4xW0W_R2,a misleading formulation .,4,3,Rahul,14/11/2022,,,,
,BJE-4xW0W_R2,"Even better : "" P ( male = 1 | mustache = 1 ) = 1 "" is the chances for acceptance.",1,1,Rahul,15/11/2022,,,,
,BJE-4xW0W_R1,a bit imprecise and unstructured .,3,4,Rahul,15/11/2022,,,,
,BJE-4xW0W_R2,I was hesitating whether I should suggest acceptance .,3,2,Rahul,15/11/2022,,,,
,BJE-4xW0W_R2,I would therefore like to ask the authors to put a lot of effort into improving the paper .,2,3,Rahul,15/11/2022,,,,
,BJGWO9k0Z_R3,"If we trust the authors , then it is fairly unusual .",2,3,Rahul,15/11/2022,,,,
,BJIgi_eCZ_R1,Weaknesses : - The paper is long and relatively lacks substances .,4,4,Rahul,15/11/2022,,,,
,BJIgi_eCZ_R1,Not easy to understand nor concrete .,2,4,Rahul,15/11/2022,,,,
,rk1FQA0pW_R1,"Cons The contributions seem incremental , not properly enunciated , or appropriately validated .",2,4,Rahul,15/11/2022,,,,
,rk1J969Xz_R1,"However , contributions are limited to me .",2,2,Rahul,15/11/2022,,,,
,rk1J969Xz_R2,"For these reasons , the paper seems below the acceptance bar for ICLR .",3,3,Rahul,15/11/2022,,,,
,rk1J969Xz_R3,"This seems a very "" applied "" paper without much if any methodological contribution .",2,3,Rahul,15/11/2022,,,,
,rk1J969Xz_R3,"There is not enough technical novelty to make this a standalone , mature ICLR 2018 paper .",2,3,Rahul,15/11/2022,,,,
,rk1J969Xz_R3,I therefore recommend rejection of this submission from ICLR18 .,3,2,Rahul,15/11/2022,,,,
,rk3mjYRp-_R2,My major critic to this paper is its practical value .,2,3,Rahul,15/11/2022,,,,
,rk3pnae0b_R2,"However , as I pointed out above , there are several weaknesses in the paper .",2,3,Rahul,15/11/2022,,,,
,rk4Fz2e0b_R1,As such it is likely of use for practitioners but not a major research contribution .,2,4,Rahul,15/11/2022,,,,
,rk6qdGgCZ_R2,This seems a very weird statement to me .,3,2,Rahul,15/11/2022,,,,
,rk8wKk-R-_R2,The ideas in the paper are not novel and neither do the authors claim that they are .,2,2,Rahul,15/11/2022,,,,
,rk8wKk-R-_R3,"Nevertheless , I find it difficult to assess its significance .",2,2,Rahul,15/11/2022,,,,
,rk9kKMZ0-_R2,( Assessment ) Clear rejection .,3,2,Rahul,15/11/2022,,,,
,rkA1f3NpZ_R2,This should be considered .,3,3,Rahul,15/11/2022,,,,
,rkA1f3NpZ_R2,"For this reason , I do not recommend this paper for acceptance .",3,2,Rahul,15/11/2022,,,,
,rkPLzgZAZ_R1,"This necessarily introduces a number of Overall , I am not sure what I have learned with this paper .",2,2,Rahul,15/11/2022,,,,
,rkPLzgZAZ_R1,I am a bit lost .,2,2,Rahul,15/11/2022,,,,
,rkPLzgZAZ_R3,"There were so many aspects/components , that I am not entirely confident I fully understood how they all work together , and in fact I am pretty confident there was at least some part of this that I definitely did not understand .",2,2,Rahul,15/11/2022,,,,
,rkPLzgZAZ_R3,Reading it 5-20 more times would most likely help .,2,2,Rahul,15/11/2022,,,,
,rkPLzgZAZ_R3,My confidence in this review is somewhere between 2 and 3 .,2,2,Rahul,15/11/2022,,,,
,rkTBjG-AZ_R1,"I recommend rejection . """,2,2,Rahul,15/11/2022,,,,
,rkWN3g-AZ_R1,"In addition , the combination is done in a careless manner .",2,3,Rahul,15/11/2022,,,,
,rkWN3g-AZ_R3,The new cartoon dataset is also a nice contribution .,4,4,Rahul,15/11/2022,,,,
,rkWN3g-AZ_R3,At a glance this looks like an exciting new result and I think that could mislead casual readers .,2,4,Rahul,15/11/2022,,,,
,rkYTTf-AZ_R2,The results are interesting ( but perhaps less interesting than what is hinted in the abstract ) .,3,3,Rahul,15/11/2022,,,,
,rkc_hGb0Z_R2,The paper oversells the approach in many ways .,1,4,Rahul,15/11/2022,,,,
,rkeDJ04Mf_R3,I believe this paper to be borderline .,3,2,Rahul,15/11/2022,,,,
,rkh-agjMG_R1,"Thus , it is impossible to judge the merit of the proposed approach .",2,4,Rahul,15/11/2022,,,,
,rkh-agjMG_R1,"Currently , this is not clear .",2,3,Rahul,15/11/2022,,,,
,rkhxwltab_R2,The contribution of the paper is not clear .,2,4,Rahul,15/11/2022,,,,
,rknt2Be0-_R2,But the paper is not ready to be published .,3,3,Rahul,15/11/2022,,,,
,rknt2Be0-_R2,This is very bad .,2,2,Rahul,15/11/2022,,,,
,rkpoTaxA-_R3,* To preserve anonymity keep acknowledgements out of blind submissions .,4,4,Meith,18/11/2022,,,,
,rkpoTaxA-_R3,"( although not a big deal with your acknowledgements ) """,2,2,Meith,18/11/2022,,,,
,rkrC3GbRW_R1,"Unfortunately , however , for the reader is is not easy to find out what the authors consider their most relevant contribution .",2,4,Meith,18/11/2022,,,,
,rkvDssyRb_R1,"However , in its current state , the paper is too disorganized and unclear to merit publication .",3,4,Meith,18/11/2022,,,,
,rkvDssyRb_R2,"Overall , a substandard paper .",3,2,Meith,18/11/2022,,,,
,ry1arUgCW_R3,"I dont really like the paper , though .",2,1,Meith,18/11/2022,,,,
,ry4S90l0b_R3,"In summary , both novelty and impact seem limited .",3,2,Meith,18/11/2022,,,,
,ry4SNTe0-_R1,I need to say the paper is poorly written and not properly polished .,3,2,Meith,18/11/2022,,,,
,ry831QWAb_R1,"Because of these points , I do not feel the quality , originality , and significance of the work to be high enough to merit acceptance .",3,2,Meith,18/11/2022,,,,
,ry831QWAb_R1,"However , I still do not feel that the paper is up to the standards of the conference .",3,2,Meith,18/11/2022,,,,
,ryEJWe2HM_R2,It took a few passes for me to parse what was going on here .,2,2,Meith,18/11/2022,,,,
,ryH_bShhW_R1,"I still recommend rejection for the paper , and as I said in the first review , the paper is not mature enough .",2,2,Meith,18/11/2022,,,,
,ryQu7f-RZ_R3,It is a bit confusing .,2,3,Meith,18/11/2022,,,,
,ryQz_ZfHz_R1,""" "" without complicated mathematical inference "" ( on end of page 10 ) Heaven forbid we should expect our graduate students to know a bit of statistics !",2,1,Meith,18/11/2022,,,,
,ryTp3f-0-_R2,The paper is not self contained .,2,3,Meith,18/11/2022,,,,
,ryUlhzWCZ_R3,The overall writing lacks rigor and the contribution is poor .,3,2,Meith,18/11/2022,,,,
,ryZ283gAZ_R1,The paper does not motivate readers in this perspective .,3,3,Meith,18/11/2022,,,,
,ryZERzWCZ_R2,"Also , the authors did not promised any major changes in the final version in this direction , which is why I have reduced my score .",4,4,Meith,18/11/2022,,,,
,ryZElGZ0Z_R2,Is this effective or terrible ?,2,3,Meith,18/11/2022,,,,
,ryZElGZ0Z_R3,"While I am deeply sympathetic to the utility and difficulty of the discovery problem in this sort of state space modeling , this paper ultimately felt a bit weak .",3,5,Meith,18/11/2022,,,,
,ryZElGZ0Z_R3,"However , I felt that the central ideas were only thinly vetted .",3,2,Meith,18/11/2022,,,,
,ryazCMbR-_R1,But I have the impression the authors completely miss the state of the art in channel coding and the results are completely useless for any current communication system .,4,3,Meith,18/11/2022,,,,
,ryazCMbR-_R1,"Basically , the authors are solving a problem that does not need solving .",3,3,Meith,18/11/2022,,,,
,ryazCMbR-_R1,In this case the comments of the authors really show that they do not know anything about coding .,2,2,Meith,16/12/1914,,,,
,ryazCMbR-_R3,A second ( related ) concern is the lack of theoretical understanding of these new decoders .,3,3,Meith,16/12/1915,,,,
,ryb83alCZ_R1,My primary concern with the paper is the lack of novelty and relatively little in the way of contributions to the ICLR community .,3,3,Meith,16/12/1916,,,,
,ryb83alCZ_R1,Would be great to see the paper take this claim seriously and investigate it .,2,3,Meith,16/12/1917,,,,
,ryb83alCZ_R3,"I would perhaps recommend this paper for an applied workshop , but not for publication in a main conference .",2,2,Meith,16/12/1918,,,,
,rybDdHe0Z_R2,"Currently , I find the paper somewhat unsatisfactory and thus preliminary .",3,3,Meith,16/12/1919,,,,
,rydeCEhs-_R1,It is a shame that the authors chose to push their section on future work to the appendices .,3,1,Meith,16/12/1920,,,,
,rydeCEhs-_R3,It is not clear whether this is a new contribution of this paper or whether the authors merely adopt this idea .,3,3,Meith,16/12/1921,,,,
,ryepFJbA-_R3,"Currently , this paper tries to present interesting ideas without very deep investigations , and I cannot recommend this paper to be published .",3,3,Meith,16/12/1922,,,,
,ryjw_eAaZ_R1,"However , the reviewer indeed finds a major technical flaw in the paper .",3,4,Meith,16/12/1923,,,,
,ryjw_eAaZ_R1,"Therefore , the very foundation of the proposed method is shattered .",2,2,Meith,16/12/1924,,,,
,ryjw_eAaZ_R3,"Cons : - Poor writing , close to a first draft .",4,2,Meith,16/12/1925,,,,
,rylejExC-_R1,"However , this paper has some issues .",2,3,Meith,16/12/1926,,,,
,rylejExC-_R1,This paper is hard to read .,2,3,Meith,16/12/1927,,,,
,rylejExC-_R2,Significance : Not very significant .,2,2,Meith,16/12/1928,,,,
,ryup8-WCW_R1,"However , I dont think that they make a convincing case for this approach .",2,2,Meith,16/12/1929,,,,
,ryvxcPeAb_R1,I therefore recommend it be rejected .,2,4,Meith,16/12/1930,,,,
,ryvxcPeAb_R2,The paper is not mature .,2,3,Meith,16/12/1931,,,,
,ryvxcPeAb_R3,I am on the fence with this paper .,2,1,Meith,16/12/1932,,,,
,rywDjg-RW_R3,"Still , it would be nice to know what is going on here .",2,2,Meith,16/12/1933,,,,
,rywDjg-RW_R3,I found it very jarring .,2,2,Meith,16/12/1934,,,,
,rywHCPkAW_R1,Unfortunately this experiment seems to be done in a hurry .,2,3,Meith,16/12/1935,,,,
,rywHCPkAW_R1,Its disappointing .,2,1,Meith,16/12/1936,,,,
,B1EPYJ-C-_R2,"My main concern about this paper is that although the presented techniques work well in practice , some of the algorithms tested are similar algorithms that have already been proven to work well in practice .",3,3,Meith,16/12/1937,,,,
,B1EPYJ-C-_R2,"The legends in the figures are tiny , and really hard to read .",4,3,Meith,16/12/1938,,,,
,B1EPYJ-C-_R3,"Furthermore , the paper is easy to read with good organization .",3,4,Meith,16/12/1939,,,,
,B1EPYJ-C-_R3,"This learning procedure is heuristic , and there is no theoretical guarantee about the correctness ( convergence ) of this learning procedure .",3,4,Meith,16/12/1940,,,,
,B1EVwkqTW_R1,The writing also needs to be improved .,3,3,Meith,16/12/1941,,,,
,B1EVwkqTW_R1,So I think the paper is not ready for publication and my opinion remains .,2,2,Meith,16/12/1942,,,,
,B1EVwkqTW_R1,"The writing of this paper is readable , but could be improved .",3,3,Meith,16/12/1943,,,,
,B1EVwkqTW_R1,"It sometimes uses vague/nonstandard terminology ( "" parameterless "" ) and statement .",4,4,Meith,16/12/1944,,,,
,B1EVwkqTW_R1,"In my opinion the introduction of SVM can be shortened , and more focuses can be put on related deep learning methods and few shot learning . """,5,3,Meith,16/12/1945,,,,
,B1EVwkqTW_R2,The paper is readable but it could be more fluent .,4,3,Meith,16/12/1946,,,,
,B1EVwkqTW_R2,It lacks a few references and important technical aspects are not discussed .,4,3,Meith,16/12/1947,,,,
,B1EVwkqTW_R2,It is wrong to cite ( Boser et al 92 ) for the soft margin SVM .,4,3,Meith,16/12/1948,,,,
,B1EVwkqTW_R2,"On mistakes , it is wrong to say that an SVM is a parameterless classifier .",4,4,Meith,16/12/1949,,,,
,B1EVwkqTW_R2,"On incompleteness , it is not obvious how the classifier is used at test time .",4,3,Meith,16/12/1950,,,,
,B1EVwkqTW_R2,The setup of the experiments on TIMIT is extremely unclear .,3,3,Meith,16/12/1951,,,,
,B1EVwkqTW_R2,"You need to find a better justification for using L2 SVM than "" L2 SVM loss variant is considered to be the best by the author of the paper "" , did you try classical SVM.",4,2,Meith,16/12/1952,,,,
,B1EVwkqTW_R2,I am not sure why you do not evaluate on mini imagenet as well as most work on few shot learning generally do .,4,2,Meith,16/12/1953,,,,
,B1EVwkqTW_R3,"Second , the experiments are quite underwhelming and does not fully support the superiority claims of the proposed approach .",4,4,Meith,16/12/1954,,,,
,B1EVwkqTW_R3,"Unless I have missed something completely , I did not see any novel idea proposed in this paper .",2,2,Meith,16/12/1955,,,,
,B1EVwkqTW_R3,"While the approach ( as has been shown in the past ) is very reasonable , I would have liked the experiments to be more thorough , with comparison to the state of the art models for the two datasets .",5,4,Meith,16/12/1956,,,,
