Review ID,review,Annotator1,Annotator2
B14TlG-RW_R2,"However , in the paper there is no motivation about why the architecture was designed like this .",3,3
,"Did all 5 authors say,'Yes, this is a piece of work I am proud to have my name on?",1,1
B14uJzW0b_R3,""" This paper considers a special deep learning model and shows that in expectation , there is only one unique local minimizer .",3,3
,"While I personally enjoyed this contribution, I cannot escape the sense that this is much ado about very little, to paraphrase Shakespeare.",3,3
,"This paper was authored by a keen blogger and his colleagues. The paper perhaps reflects this informal approach, to its detriment.",1,1
B1DmUzWAW_R2,"In retrospect , I wish the authors would have spent more time doing ablation studies than tackling more task domains .",1,1
,"I see this article as a short distillation of someone's project notebook. When Michelangelo finished his masterpiece on the ceiling of the Sistine Chapel, did he also try to sell the scaffolding as a separate piece of art?",1,1
,Despite all my efforts I failed to understand what the actual focus of this paper is,2,2
,"The research team cooked up a great filet mignon. Instead of mushrooms and an exquisite French sauce, we got American ketchup.",1,1
rywHCPkAW_R2,"- I would start with the paragraph "" Considering a linear layer [...] below ) "" and only after this I would introduce theta and xi as a more synthetic notation .",2,2
,The findings are not novel and the solution induces despair.,3,3
,This is all science done by wishful thinking.,1,1
,Use of words like 'performativity' (is that a word?),3,3
,I now turn to my best guess about what the authors might be doing.,3,2
B17JTOe0-_R2,I am puzzled why is the error is coming down before the boundary interaction ?,2,2
,"I found the use of the evolutionary theory problematic. This is a highly contested theory and the authors did not strongly justify their decision to use it, nor attend to some of the major flaws of the theory.",3,3
B13EC5u6W_R1,This is quite an interesting paper with a sensible goal. It seems like the method could be more informative than the other methods .,3,3
B1CNpYg0-_R3,"In general , for the scope of the paper , it seems like what is here could fairly easily have been made into a short paper for other conferences that have that category .",3,3
,This is a confusing paper...,4,4
,"There is a lot of terminology flung around here that is insufficiently explained. What exactly is meant, for example, by “false negative” and “false positive” rates? “median, first quartile, and third quartile”?",3,3
,"The authors use a log transformation, which is statistical machination, intended to deceive",4,3
,To me the question is uninteresting,2,2
B13njo1R-_R2,"- Although the main focus of this paper is on continual learning of related tasks , the authors acknowledge this limitation and convincingly argue for the chosen task domain .",3,3
,"It is unclear how this would advance the field beyond providing additional, previously unknown information.",2,2
ryykVe-0W_R1,""" The paper proposes a GAN variant for solving the nonlinear independent component analysis ( ICA ) problem .",3,3
,The introduction seems pointless. It offers some odd views,3,3
,It amounts to story-telling,1,1
B1CQGfZ0b_R3,"For the most paper , the paper is clearly written , with each design decision justified and rigorously specified .",4,4
ryykVe-0W_R1,"There are fewer relevant comparisons here , but at least Lappalainen and Honkela ( 2000 ) seem to target the same problem as the proposed method .",4,4
,The authors have not bothered to learn the first thing about the theories they are hoping to refute with ill-designed experiments and muddled rationale.,4,4
B16yEqkCZ_R3,"I believe this observation , though not entirely novel , will inspire many researchers to study catastrophic forgetting and propose improved strategies for handling these issues .",3,3
rywHCPkAW_R1,"The factorized Gaussian noise , which reduces the number of parameters , is associated with DQN and Dueling agents , while the independent noise is associated with A3C agent .",3,3
,"That run-on, one sentence paragraph is perhaps the most egregious example of how the author needs to take more time and slow down structure at the grammatical level. More importantly, the author needs to slow down the process of research, reflection, and logical argumentation.",4,4
,default settings'?? huh???,2,2
B11bwYgfM_R3,I do not see how you apply the model from task i to task j when the two have different output spaces .,2,2
,This is a very weak paper trying to bend things to build a relationship that does not exist (...) Stating X is totally wrong and your data does not support that and no model can state this.,2,2
B1D6ty-A-_R2,3 . Experimental results for classification are not convincing enough .,3,3
,This left me somewhere between scratching my head and pulling my hair out,2,2
B16_iGWCW_R1,"It feels like it should be the same , but the tweaks applied to fix weights across all samples for a class doesnt make it not clear what is that really gets optimised at the end .",3,3
B18WgG-CZ_R1,There are much better embeddings on Sim Lex than the embeddings whose results are reported in the table .,3,3
B11bwYgfM_R3,"Prior techniques which can address some of these aspects do not necessarily work with deep learning , which is a key focus of the paper .",3,3
B1CNpYg0-_R3,"While this argument has intuitive appeal , it seems to fly in the face of the fact that actually spelling models , including in this paper , seem to do surprisingly well at learning such arbitrary semantics .",4,4
B16yEqkCZ_R1,It would therefore be interesting to see some long running experiments and analyse how often catastrophic states ( or those close to them ) are visited .,3,3
,I've never read anything like it & I do not mean it as a compliment,2,2
B16_iGWCW_R1,Its not clear what kind of loss function is really being optimised here .,3,3
B1DmUzWAW_R1,Design choices made for the reinforcement learning setup ( e.g . temporal convolutions ) are not necessarily applicable to few shot classification .,3,3
,The description of the participants is too cryptic.,2,2
rywHCPkAW_R3,"It is shown how to implement this idea both in DQN ( and its dueling variant ) and A3C , with experiments on Atari games showing a significant improvement on average compared to these baseline algorithms .",4,4
B14TlG-RW_R2,I like the idea of data augmentation with paraphrasing .,4,4
B1CQGfZ0b_R1,"Given that the results are very close to other approaches , it remains unclear whether they are simply due to random variations , or whether the proposed approach actually achieves a non random improvement .",3,3
,The figure in the supplementary material is a mystery to me. Where did all this sound energy go? It defies the basic laws of physics.,2,2
,"The text is overly expansive, desultory, and often diaphanous, so that the raison d'Ãªtre of an overarching theoretical structure is neither pellucid nor convincing.",3,3
,Also more information is needed for the reader to be able the information on the standardized changes that is presented afterwards.,3,3
,"The ideas behind the project seem to be a combination of wishful thinking, poor chemical insight and limited understanding of the techniques involved",2,2
,"Your content is stellar, and your writing is excellent. However, you should consider hiring an editor for subsequent revisions before submitting again.",2,2
B1DmUzWAW_R2,I think comparison to such a similar model would strengthen the novelty of this paper ( e.g . convolution is a superior method of incorporating positional information ) .,4,4
,Do we really need concepts and theories to discuss inequalities among young adults?,2,2
B13njo1R-_R3,"Indeed , because the retention of tasks is done by distilling all of them jointly , one baseline is to keep finetuning a model through the 5 stages , and then at the end after collecting the 5 policies you can do a single consolidation step that compresses all .",2,2
,"The manuscript is generally interesting, however, too narrow in its scope for us. Also, the paper is badly written, and poorly organized. In its current form, the paper cannot be accepted. The paper is poorly written or poorly thought-out. I think the paper is poorly written and most of its statements are wrongly and poorly motivated.",3,3
B11bwYgfM_R3,"The authors also seem to miss a potentially relevant baseline in Cross Stitch Networks. Besides these major issues , there are also a few minor issues I have with the paper .",3,3
B16_iGWCW_R2,"Experiments show its usefulness though experiments are limited """,3,3
B14TlG-RW_R2,"However , as the authors hoped to claim that this module could contribute to both speedup and RC performance , it will be necessary to show the RC performance of the same model architecture , but replacing the CNNs with LSTMs .",4,4
rywHCPkAW_R2,"They obtain a substantial performance improvement over the baseline algorithms , without explaining clearly why .",2,2
rywHCPkAW_R3,""" A new exploration method for deep RL is presented , based on the idea of injecting noise into the deep networks weights .",3,3
ryykVe-0W_R1,"One idea for evaluation : comparison with ground truth makes sense for PNL , but not so much for general nonlinear because of unidentifiability .",4,4
,You make the reader feel uneducated,2,2
rywHCPkAW_R1,The matrices of unknown variances are considered as parameters and are learned with a standard gradient descent .,3,3
B16_iGWCW_R1,"And crudely speaking , you can think of a class weight to be the expectation of its sample weights and you will end up in a similar setup .",2,2
B18WgG-CZ_R1,"Adding parsing as a training task hurts performance on the sentence classification tasks while helping performance on the semantic tasks , as the authors note .",4,4
B12Js_yRb_R3,I believe the overall contribution is not sufficient for ICLR .,2,2
,"Your piece is very well written and researched. I think the is interesting, but not particularly useful.",2,2
,"No new insights, no important question addressed, no problem solved.",3,3
rywHCPkAW_R1,"As expected for an exploration heuristic , it seems that the noise weights of the last layer ( slowly ) tend to zero .",3,3
B1D6ty-A-_R1,A negative answer to this question will somewhat undermine the significance of the single hidden layer result .,3,3
,I retain in my files an anonymous referee's report on an earlier paper that relies heavily on this item. The report stops just short of urging revocation of my degree,2,2
,Reading this made my brain melt. Very true though.,2,2
B14TlG-RW_R2,"Firstly , I suggest the authors rewrite the end of the introduction .",3,3
B13njo1R-_R1,Figure 2 : the plots are too small .,3,3
B1CEaMbR-_R1,The claimed main contribution of the paper is the taxonomy .,3,3
B14TlG-RW_R1,"Given the sufficient time for rebuttal , I am willing to increase my score if authors report results in an additional dataset in the revision .",4,4
B18WgG-CZ_R3,"Another question I have is that if there is any specific reason that language modeling is not included as one of the training objectives to learn sentence representations , given that it seems to be the easiest one to collect training data for .",4,4
B14TlG-RW_R2,The novelty is limited but it is a good idea to speed up the RC models .,3,3
B13EC5u6W_R3,The resulting image can be subtracted from the original encoding to highlight problematic areas .,3,3
,"The research questions are vague, which makes them uninteresting",2,2
B11bwYgfM_R3,"If the error rates are different for different tasks , it is not sensible to measure raw accuracies .",3,3
,They show they can account for 20% of the variance. No wonder. The usually accepted level is 50% to be useful.,3,2
B13EC5u6W_R2,The proposed method uses - a generator trained in a GAN setup - an autoencoder to obtain a latent space representation - a method inspired by adversarial sample generation to obtain a generated image from another class.,3,3
B11bwYgfM_R2,"- As mentioned above , the proposed method can be computationally expensive ( when used for MTL ) , but no timing results are reported .",4,4
,"I recommend acceptance, provided the editors are willing to stretch the standards for publication a bit",3,2
,One gets the feeling that the references were included for the sake of having something to refer to.,4,4
,"If you aren't going to make to the effort to understand, then you should just give up",1,1
,"This paper is conceptually unclear, and the causal argument/hypotheses are muddled. In short, it is a mess. I stopped reading after page 7.",2,2
,None of the following comments on the original manuscript has been correctly reflected or answered,4,4
B14uJzW0b_R2,"While I appreciate the technical contributions , in order to improve the readability of this paper , it would be great to see more motivations of the problem studied in this paper ( even with simple examples ) .",3,3
,It reads as if the author were giving a lecture and wandered off point to tell an interesting story.,1,1
B17JTOe0-_R2,"While ICLR is not focused on neuroscientific studies , this paper clearly belongs here as it shows what representations develop in recurrent networks that are trained on spatial navigation .",3,4
ryykVe-0W_R1,"Linear ICA is a solved problem and the authors do not seem to be able to add anything there , so I would recommend dropping that to save space for the more interesting material .",4,4
,Despite promising a very general result this manuscript unfortunately does not deliver (almost) any of the things listed in the abstract.,4,4
,"The ms comes over very much like a group of old wise men sitting around mulling over the terrible state of the world, and opening their hands and saying: well, what can we do about all these terrible things around us",1,1
,It (paper) has a kind of self-help quality to it,2,2
B13njo1R-_R3,Please first of all make the figures much larger .,4,4
,"I am sure that you would find what you expect, but I question its value as research",2,2
rywHCPkAW_R2,"In particular , an algorithm may adapt noise along an experiment or from an experiment to the next .",3,3
,"I read the first 6 pages of the paper. [...] Sorry, I can't finish reading this paper. I certainly will not recommend anyone else.",2,2
rywHCPkAW_R2,"If this is not what you mean , you should reformulate ... p2 : "" Though these methods often rely on a non trainable noise of vanishing size as opposed to Noisy Net which tunes the parameter of noise by gradient descent . """,3,3
,"Also, the manuscript is very tedious and reads like an unedited thesis chapter.",3,3
,The beekeeping example also fails to convince. There is no discussion of bees' actual lived experience.,2,3
,"This interesting effort reminds one of the biblical tale of trying to extract water from a stone in the desert; from this metaphor, you may gather that we conclude that the effort did not yield useful data.",3,3
B1D6ty-A-_R2,I would recommend the authors to rerun these experiments but truncate the iterations early enough .,3,3
,"Indeed, the article as a whole shows a lack of sophistication and nuance that is diagnostic of the particular genre of thought pieces on the need for studying sex differences that it falls within",4,4
,The authors should either retract the manuscript or completely revise it after completing the study and by following common scientific standards,4,4
,Why do you have so many tables? Did you go to Ikea?,2,2
B1CQGfZ0b_R3,""" General purpose program synthesizers are powerful but often slow , so work that investigates means to speed them up is very much welcome this paper included .",3,3
B1DmUzWAW_R2,"The authors claim that Vaswani model does not incoporate positional information , but from my understanding , it actually does so using positional encoding .",4,3
,"The results are obvious. In fact, so obvious that perhaps no one has bothered to write them down before.",2,2
rywHCPkAW_R2,It should be made clearer whether Noisy Net can address both issues and whether other algorithms do so too ...,3,3
,"Reviewer: 1Comments to the AuthorThis study is weak. not innovation (That is their entire review, on a paper that is an R&R from everyone else)",4,4
,"The following discussion seems to ignore this major flaw, which turns mere arm-waving into Olympic-level calisthenics",2,2
B18WgG-CZ_R1,"For all tasks for which there is additional training , theres a confound due to the dimensionality of the sentence embeddings across papers .",3,3
rywHCPkAW_R1,"Indeed , the confidence intervals are not plotted , and probably no conclusion can be reached because the curves are averaged only across three seeds !",3,3
B18WgG-CZ_R1,I also like how the authors move beyond the standard sentence tasks to evaluate also on the Quora question duplicate task with different amounts of training data and also consider the sentence characteristic / syntactic property tasks .,4,4
,Is this a joke?,1,1
B11bwYgfM_R1,"One issue of the use of cross task transfer performance to measure task relations is that it ignores the negative correlations between tasks , which is useful for learning from multiple tasks .",4,4
ryykVe-0W_R2,""" The focus of the paper is independent component analysis ( ICA ) and its nonlinear variants such as the post non linear ( PNL ) ICA model .",3,3
B14uJzW0b_R1,"It was hard to read and understand their value , just because mostly the text was structured as one lemma after the other .",3,3
,Is this not the most frightening finding of all?,2,2
B12Js_yRb_R1,Cons : - The proposed model is pretty hand crafted .,3,3
,There are many stylistics phrases to tidy which you can find yourself,2,2
,"Please respond to the Reviewer 2's comments, who suggested Rejection of the paper'
 
 
 Reviewer Comments to the Author:
 
 
 None.
 
 
 #missionimpossible",5,5
B1DmUzWAW_R3,"Despite that the work is more application oriented , the paper would have been stronger and more impactful if it includes more work on the theoretical side .",4,4
,There is no point in commenting on the statistical overkill in the submission. It simply should not have happened. It should never happen again.,2,2
B18WgG-CZ_R1,"Its not very surprising that adding more tasks and data improves performance on average across downstream tasks , but it is nice to see the experimental results in detail .",4,4
B11bwYgfM_R3,"At the very least , I would consider using regret to the model of the task , and compute some quantiles on that which is still suspect in the matrix completion setting .",2,2
B18WgG-CZ_R1,"Did the authors replicate the results of those methods themselves , or report them from other papers ?",4,4
,"Limited scholarship, flawed design, and faulty logic engender no enthusiasm whatsoever",3,3
,"Comment 19
 
 
 I am not sure why there is a full section about limitations, this in itself says a lot about the study.",4,4
B18WgG-CZ_R1,I would suggest adding some motivation for the focus on fixed length representations .,3,3
B18WgG-CZ_R2,"The authors mostly addressed my main concern , which was the relatively weak ablation .",4,4
,The peaceful atmosphere between Christmas and New Year was transiently disrupted by reading this manuscript.,1,2
ryykVe-0W_R2,"Although finding novel GAN applications is an exciting topic , I am not really convinced that ICA with the proposed Wasserstein GAN based technique fulfills this goal .",2,2
ryykVe-0W_R1,For general nonlinear ICA you could consider evaluating the quality of the estimated low dimensional data manifold or evaluating the mutual information of separated sources on new test data .,3,3
,Some self citations may be easily taken out without harming the paper,3,3
B12Js_yRb_R2,"Weaknesses - Although the proposed model is helpful to model counting information in VQA , it fails to show improvement with respect to a couple of important baselines : prediction from image representation only and from the combination of image representation and attention weights .",4,4
,The reported mean of 7.7 is misleading because it appears that close to half of your participants are scoring below that mean,3,3
rywHCPkAW_R3,"The specific proposed algorithm is close in spirit to the one from Parameter space noise for exploration , but there are significant differences .",3,3
,"In the course of this paper many stones were thrown but, unfortunately, no birds were harmed.",1,2
,To improve this you need to be more robust on all fronts etc.,2,2
rywHCPkAW_R2,"Appendices A1 and A2 are a lot redundant with the main text ( some sentences and equations are just copy pasted ) , this should be improved .",4,4
,"Given the dodgy sampling technique, one could and should wonder how useful it is to include a variable with so little explained variance",4,4
,"Maybe the authors should cite a reference intended for non-mathematicians (e.g., Burnham and Anderson 2002) instead of Akaike (1974), which I doubt that they have read and understood.",4,1
,"Generally, some extra clarification might be nice to improve clarity…",3,3
B1CQGfZ0b_R2,"I cant see how this approach would be tractable in more standard program synthesis domains where inputs might be lists of arrays or strings , for example .",3,3
,There are far too many typos and grammatical mistakes. I started to correct these but got annoyed.,2,2
B13njo1R-_R3,But I find the paper lacking a lot of details and to some extend confusing .,3,3
B14uJzW0b_R2,"I also appreciate the effort of developing theoretical results for deep learning , even though the current results are restrictive to very simple NN architectures .",4,4
,You need to learn how to think inside the box and stop smoking whatever it is you're smoking',1,1
,This study has the same problem with focusing on a garbage-can group that is not uniformly sampled and has no evolutionary cohesion.,3,3
,... all I can say is that the author is blissfully unaware of what a standard is - in linguistic terms - and does not have the linguistic competence to describe it.,2,2
,Have you no command of the English language?,1,1
,I can see that the manuscript has archival value,2,2
,The concluding 'takes a village' sentence is also a bit unoriginal.,3,3
,Hypothesized' is such an ugly word,3,3
,"Unfortunately the manuscript is not well structured and the English is very poor. Usually I would attempt to improve this, but in this case the entire manuscript needs to be reworked – starting with the tittle.",4,4
B16yEqkCZ_R1,"Any optimal policy would therefore need to spend some time e in the danger state , on average .",3,3
rywHCPkAW_R1,"The strengths of the proposed approach are the following : 1 Noisy Net is generic : it is applied to A3C , DQN and Dueling agents .",4,4
B11bwYgfM_R2,- Comparison with existing clustered MTL methods mentioned above are missing .,3,3
B13EC5u6W_R1,"* Overall : the paper contains an interesting idea , but given the deficiencies raised above I judge that it falls below the ICLR threshold .",3,3
,"I am concerned that the survey data for this report were collected in 2005, 15 years ago.",4,3
rywHCPkAW_R2,"Later in the paper , you then have to state "" . . . are now noted xi "" several times , which I found rather clumsy . p5 : Why do you use option ( b ) for DQN and Dueling and option ( a ) for A3C ?",2,2
,The conclusion drawn by the authors seems self explanatory and does not require any validation through the presented work,4,4
ryykVe-0W_R1,There are an infinite number of nonlinear ICA solutions - which one is the proposed method going to return and why is that relevant ?,3,3
,[T]his was one of the least interesting papers that I have read in quite some time.,2,2
,I would refrain from using enumerations in your paper and instead encourage you to think about the deep masculinism that comes with,2,2
B12Js_yRb_R1,"The rebuttal is convincing and I decided to increase my rating , because adding the proposed counting module achieve 5 % increase in counting accuracy .",3,3
B12Js_yRb_R2,""" Summary - This paper mainly focuses on a counting problem in visual question answering ( VQA ) using attention mechanism .",3,3
rywHCPkAW_R3,"- The paper Dropout as a Bayesian approximation seems worth at least adding to the list of related work in the introduction . """,3,3
,It is not hard to develop this method…I could write code for this on a rainy afternoon.,2,2
B14uJzW0b_R2,I am not sure why did the authors mentioned the work on over parameterization though .,4,4
B14uJzW0b_R2,"While the Re LU activation is very common in NN architecture , without more motivations I am not sure what are the impacts of these results .",2,2
B12Js_yRb_R1,- One major bottleneck of the model is that the proposals are not jointly finetuned .,3,3
,"The data as presented is not very convincing, even to a believer.",2,2
,"This is a pretty trivial study, sample size is suspiciously high, and the effect is tiny at 5% percent difference (who cares if it is significant).",2,2
B16yEqkCZ_R1,Judging from the description of the experiments this parameter is important to the performance of the method and needs to be set experimentally .,3,3
,"Reviewer 1:
 
 
 Furthermore, the manuscript is very difficult to read due to English problems: combining results and discussion section making it even more confuseReviewer 2: 'The manuscript is poorly written although it can be follow with lots of typos, and a review by a native English speaker is clearly needed.",4,4
,You have two many misprints,3,3
B18WgG-CZ_R1,"Regarding the results in Table 2 : The results in Table 2 seem a little bit unstable , as it is unclear which setting to use for the classification tasks ; maybe it depends on the kind of classification being performed .",3,3
B1DmUzWAW_R2,""" The authors propose a model for sequence classification and sequential decision making .",3,3
,This literature review is nothing more than a merry dance around the books,2,2
B13njo1R-_R3,"ICLR does not have a strict page limit , and the figures you have are hard to impossible to read .",2,2
B1DmUzWAW_R1,Discussion of results relative to baselines is somewhat lacking .,3,3
B17JTOe0-_R3,"For instance , in the introduction , it is stated that previous attractor network type of models ( which are also recurrent networks ) [...] require hand crafted and fined tuned connectivity patterns , and the evidence of such specific 2D connectivity patterns has been largely absent .",3,3
,This was a well-written study that upon my first reading appeared flawless.,4,4
,"Currently, the impression is that this was simply another piece of research/consultation.",3,3
,"Maybe the clarity of stating the problem, purpose, method, finding, conclusion, and recommendation could be tweaked. Otherwise, congratulations on an outstanding contribution.",2,2
B11bwYgfM_R3,"I also think that the authors might benefit from dropping the whole few shot learning angle here , and instead do a more thorough job of evaluating their multitask learning method .""",4,4
,"[entire review] 'Research method is very important for an academic study; however, the reviewer cannot accept a paper without hypothesis, validity, reliability",4,4
B12Js_yRb_R3,"this method is built on a series of heuristics without sound theoretically justification , and these heuristics cannot be easily adapted to other machine learning applications .",3,3
